1	0	0
1	795847	795847
1	865428	865428
1	919083	919083
1	977836	977836
1	1033648	1033648
1	1091338	1091338
1	1146783	1146783
1	1200863	1200863
1	1257393	1257393
1	1312093	1312093
1	1371964	1371964
1	1455238	1455238
1	1518266	1518266
1	1594266	1594266
1	1699329	1699329
1	1758057	1758057
1	1818992	1818992
1	1876562	1876562
1	1934728	1934728
1	1989903	1989903
1	2043907	2043907
1	2101294	2101294
1	2156893	2156893
1	2211810	2211810
1	2264922	2264922
1	2319738	2319738
1	2372175	2372175
1	2422701	2422701
1	2473328	2473328
1	2530820	2530820
1	2584410	2584410
1	2734371	2734371
1	2786846	2786846
1	2837381	2837381
1	2889533	2889533
1	2941981	2941981
1	2992974	2992974
1	3043911	3043911
1	3095869	3095869
1	3146714	3146714
1	3199251	3199251
1	3251513	3251513
1	3303026	3303026
1	3353563	3353563
1	3405585	3405585
1	3456462	3456462
1	3509428	3509428
1	3562166	3562166
1	3615145	3615145
1	3667839	3667839
1	3724768	3724768
1	3780324	3780324
1	3836805	3836805
1	4039452	4039452
1	4093214	4093214
1	4151407	4151407
1	4205885	4205885
1	4263810	4263810
1	4320243	4320243
1	4372509	4372509
1	4426010	4426010
1	4478016	4478016
1	4530508	4530508
1	4582450	4582450
1	4634873	4634873
1	4689380	4689380
1	4741813	4741813
1	4793866	4793866
1	4845284	4845284
1	4897163	4897163
1	4957105	4957105
1	5009810	5009810
1	5061255	5061255
1	5118841	5118841
1	5171933	5171933
1	5227840	5227840
1	5280904	5280904
1	5333264	5333264
1	5385945	5385945
1	5438636	5438636
1	5489528	5489528
1	5541307	5541307
1	5593695	5593695
1	5646411	5646411
1	5699277	5699277
1	5754661	5754661
1	5808709	5808709
1	5862661	5862661
1	5916939	5916939
1	5968691	5968691
1	6021204	6021204
1	6073586	6073586
1	6128141	6128141
1	6180709	6180709
1	6234130	6234130
1	6292612	6292612
1	6345207	6345207
1	6402789	6402789
1	6465086	6465086
1	6528721	6528721
1	6584379	6584379
1	6646102	6646102
1	6701963	6701963
1	6759914	6759914
1	6821939	6821939
1	6877287	6877287
1	6930938	6930938
1	6983038	6983038
1	7035523	7035523
1	7088626	7088626
1	7141152	7141152
1	7194330	7194330
1	7248119	7248119
1	7301991	7301991
1	7355415	7355415
1	7407624	7407624
1	7461188	7461188
1	7517990	7517990
1	7569546	7569546
1	7622684	7622684
1	7681358	7681358
1	7733633	7733633
1	7786638	7786638
1	7841261	7841261
1	7895829	7895829
1	7952695	7952695
1	8011766	8011766
1	8072429	8072429
1	8130107	8130107
1	8187517	8187517
1	8246644	8246644
1	8306737	8306737
1	8368539	8368539
1	8423409	8423409
1	8477133	8477133
1	8531463	8531463
1	8588872	8588872
1	8643095	8643095
1	8702745	8702745
1	8759016	8759016
1	8814629	8814629
1	8873157	8873157
1	8932603	8932603
1	8997862	8997862
1	9058863	9058863
1	9116095	9116095
1	9175357	9175357
1	9234462	9234462
1	9291637	9291637
1	9344868	9344868
1	9398767	9398767
1	9453050	9453050
1	9510437	9510437
1	9571656	9571656
1	9637133	9637133
1	9694967	9694967
1	9755955	9755955
1	9814157	9814157
1	9876920	9876920
1	9934063	9934063
1	9995513	9995513
1	10063073	10063073
1	10128873	10128873
1	10187901	10187901
1	10249225	10249225
1	10312562	10312562
1	10368430	10368430
1	10425795	10425795
1	10488204	10488204
1	10550782	10550782
1	10604532	10604532
1	10661527	10661527
1	10713330	10713330
1	10763532	10763532
1	10816520	10816520
1	10868840	10868840
1	10922938	10922938
1	10977432	10977432
1	11035651	11035651
1	11100663	11100663
1	11162465	11162465
1	11218940	11218940
1	11278670	11278670
1	11338928	11338928
1	11397167	11397167
1	11454253	11454253
1	11510737	11510737
1	11563058	11563058
1	11616763	11616763
1	11670982	11670982
1	11726876	11726876
1	11784384	11784384
1	11840952	11840952
1	11896296	11896296
1	11952067	11952067
1	12015125	12015125
1	12074814	12074814
1	12134034	12134034
1	12192985	12192985
1	12246874	12246874
1	12304090	12304090
1	12359570	12359570
1	12414426	12414426
1	12470856	12470856
1	12523653	12523653
1	12576094	12576094
1	12633367	12633367
1	12687497	12687497
1	12745451	12745451
1	12804213	12804213
1	12870263	12870263
1	13189334	13189334
1	13824109	13824109
1	13881622	13881622
1	13942335	13942335
1	14004078	14004078
1	14058838	14058838
1	14110990	14110990
1	14163785	14163785
1	14220485	14220485
1	14274364	14274364
1	14330018	14330018
1	14384214	14384214
1	14436689	14436689
1	14490647	14490647
1	14543326	14543326
1	14596380	14596380
1	14650806	14650806
1	14707916	14707916
1	14766828	14766828
1	14820457	14820457
1	14874338	14874338
1	14927650	14927650
1	14980606	14980606
1	15033584	15033584
1	15086149	15086149
1	15140109	15140109
1	15193699	15193699
1	15249494	15249494
1	15303907	15303907
1	15360112	15360112
1	15414163	15414163
1	15467419	15467419
1	15522386	15522386
1	15576422	15576422
1	15633595	15633595
1	15687619	15687619
1	15743199	15743199
1	15803184	15803184
1	15862194	15862194
1	15923419	15923419
1	15983258	15983258
1	16043035	16043035
1	16100192	16100192
1	16167797	16167797
1	16228899	16228899
1	16282754	16282754
1	16339682	16339682
1	16402509	16402509
1	16460784	16460784
1	16515780	16515780
1	16570982	16570982
1	16630303	16630303
1	16695950	16695950
1	16755897	16755897
1	16819158	16819158
1	16949551	16949551
1	17056656	17056656
1	17257431	17257431
1	17322924	17322924
1	17379515	17379515
1	17435204	17435204
1	17489773	17489773
1	17543525	17543525
1	17596821	17596821
1	17653172	17653172
1	17710913	17710913
1	17766647	17766647
1	17836607	17836607
1	17893939	17893939
1	17946669	17946669
1	17998482	17998482
1	18051045	18051045
1	18103598	18103598
1	18157077	18157077
1	18209857	18209857
1	18261423	18261423
1	18314265	18314265
1	18366274	18366274
1	18418112	18418112
1	18470625	18470625
1	18522876	18522876
1	18574328	18574328
1	18625926	18625926
1	18677004	18677004
1	18728472	18728472
1	18781396	18781396
1	18834913	18834913
1	18887271	18887271
1	18942363	18942363
1	18994320	18994320
1	19047907	19047907
1	19099910	19099910
1	19153082	19153082
1	19204687	19204687
1	19257200	19257200
1	19309940	19309940
1	19364893	19364893
1	19417967	19417967
1	19469168	19469168
1	19521834	19521834
1	19577978	19577978
1	19638654	19638654
1	19692840	19692840
1	19745210	19745210
1	19799076	19799076
1	19857291	19857291
1	19920721	19920721
1	19977212	19977212
1	20033345	20033345
1	20088466	20088466
1	20144328	20144328
1	20203237	20203237
1	20257154	20257154
1	20313148	20313148
1	20378947	20378947
1	20432910	20432910
1	20488279	20488279
1	20539897	20539897
1	20593919	20593919
1	20645856	20645856
1	20698262	20698262
1	20749993	20749993
1	20803450	20803450
1	20859544	20859544
1	20917170	20917170
1	20976379	20976379
1	21033855	21033855
1	21088775	21088775
1	21148242	21148242
1	21206008	21206008
1	21260738	21260738
1	21314974	21314974
1	21369933	21369933
1	21428555	21428555
1	21485760	21485760
1	21548805	21548805
1	21605607	21605607
1	21660876	21660876
1	21722885	21722885
1	21805178	21805178
1	21868789	21868789
1	21924569	21924569
1	21977230	21977230
1	22031535	22031535
1	22087682	22087682
1	22151399	22151399
1	22206878	22206878
1	22261048	22261048
1	22345439	22345439
1	22407925	22407925
1	22461668	22461668
1	22515484	22515484
1	22569196	22569196
1	22620530	22620530
1	22674575	22674575
1	22727761	22727761
1	22783256	22783256
1	22835443	22835443
